Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural Gas,Large Hydro,Batteries,Imports,Other
09:15,5138,4005,946,311,211,188,4,2243,3789,1701,-8,2294,0
09:20,5184,4044,945,312,211,187,3,2242,3859,1697,-41,2124,0
09:25,5296,4096,945,312,211,186,3,2243,3754,1687,-42,1851,0
09:30,5785,4136,944,312,211,185,4,2243,4206,1691,-549,1703,0
09:35,6140,4066,944,313,211,184,4,2243,4507,1694,-967,1721,0
09:40,6525,4023,945,312,211,184,4,2244,4783,1693,-1261,1645,0
09:45,6530,4036,946,312,210,184,4,2243,4581,1694,-1110,1392,0
09:50,6378,3977,945,312,210,184,4,2243,4098,1697,-651,1043,0
09:55,6496,4003,945,311,209,184,4,2244,4193,1692,-605,691,0
10:00,6167,4022,945,313,209,183,4,2244,4074,1693,-491,732,0
10:05,5975,4036,945,311,209,184,4,2245,4063,1675,-436,918,0
10:10,6215,4020,945,312,209,193,4,2244,4222,1630,-721,1064,0
10:15,6537,3994,945,313,209,199,4,2244,4525,1624,-1097,1055,0
10:20,6768,3975,945,314,209,199,4,2245,4801,1631,-1310,998,0
10:25,6793,3887,945,313,209,200,4,2245,4681,1633,-1120,738,0
10:30,6770,3821,944,313,209,200,4,2246,4466,1628,-930,520,0
10:35,7059,3679,945,314,209,200,4,2246,4502,1628,-943,359,0
10:40,7229,3605,944,313,209,199,3,2246,4736,1623,-1155,374,0
10:45,7321,3679,945,311,209,200,4,2246,4681,1620,-1152,216,0
10:50,7351,3818,944,310,210,199,4,2247,4783,1623,-1234,73,0
10:55,7162,3989,944,311,210,200,4,2245,4813,1614,-1215,-19,0
11:00,7090,4138,944,310,211,198,4,2245,4902,1602,-1352,-6,0
11:05,6947,4078,944,309,211,185,4,2245,4997,1612,-1402,125,0
11:10,6981,3890,943,308,210,186,4,2244,5029,1632,-1340,151,0
11:15,7203,3804,942,310,210,196,4,2243,5169,1622,-1445,49,0
11:20,7233,3887,941,311,210,198,4,2244,5125,1607,-1533,14,0
11:25,7295,4068,939,312,210,199,4,2245,5280,1594,-1757,34,0
11:30,7150,4192,939,314,210,199,4,2244,5182,1593,-1637,-1,0
11:35,6808,4188,938,315,210,199,5,2244,5052,1614,-1389,79,0
11:40,6621,4183,938,314,211,200,5,2245,4955,1634,-1133,55,0
11:45,6494,4148,938,312,210,200,5,2245,4872,1634,-985,114,0
11:50,6671,4077,937,314,210,201,4,2245,4837,1608,-977,119,0
11:55,6828,4025,937,313,210,200,4,2246,4973,1598,-1378,362,0
12:00,6721,4018,938,313,211,200,4,2245,5167,1609,-1580,707,0
12:05,6637,3990,938,313,211,192,4,2246,5022,1619,-1422,569,0
12:10,6420,4056,938,314,212,192,4,2246,4987,1619,-1329,631,0
12:15,6422,4163,939,315,213,192,4,2247,5084,1673,-1442,534,0
12:20,6206,4203,938,318,212,192,4,2246,5301,1707,-1510,805,0
12:25,6054,4240,939,318,212,192,4,2247,4962,1722,-1175,532,0
12:30,6284,4379,939,317,212,192,4,2247,5105,1717,-1412,399,0
12:35,6221,4478,940,314,212,192,4,2247,5225,1705,-1559,549,0
12:40,6059,4567,939,310,212,192,4,2248,4979,1712,-1344,414,0
12:45,6018,4618,939,312,212,194,4,2247,4812,1715,-1211,310,0
12:50,6085,4726,937,314,213,194,4,2247,4899,1707,-1336,264,0
12:55,6153,4790,939,316,212,193,4,2246,5064,1695,-1456,314,0
13:00,6232,4839,938,315,212,193,3,2248,5075,1672,-1465,115,0
13:05,6149,4923,939,314,212,193,4,2247,5314,1654,-1677,242,0
13:10,6234,4989,938,314,212,192,4,2248,5280,1640,-1616,232,0
13:15,6178,5039,938,313,212,194,4,2248,5237,1634,-1517,130,0
13:20,5889,5037,939,313,212,194,4,2249,4954,1632,-1139,57,0
13:25,5905,5049,938,313,212,195,4,2249,5036,1642,-1090,44,0
13:30,5887,5086,937,314,212,195,4,2248,5003,1651,-1109,109,0
13:35,5949,5065,938,314,212,196,4,2250,4962,1645,-1119,208,0
13:40,5953,5058,939,315,212,195,4,2249,4781,1641,-977,228,0
13:45,5771,5116,938,315,212,193,4,2249,4732,1637,-898,321,0
13:50,5644,5184,938,316,212,193,4,2250,4766,1644,-882,417,0
13:55,5614,5210,939,315,211,193,4,2249,4682,1640,-849,424,0
14:00,5424,5160,939,314,210,193,4,2249,4641,1637,-777,591,0
14:05,5190,5182,935,316,210,193,3,2249,4536,1987,-789,518,0
14:10,5017,5142,939,317,210,190,3,2249,4373,2009,-609,433,0
14:15,5014,5106,939,318,210,190,3,2250,4355,1992,-632,461,0
14:20,4998,5070,939,317,210,190,4,2248,4362,1990,-679,638,0
14:25,5099,5005,939,315,209,191,4,2249,4312,1977,-654,627,0
14:30,5242,4922,940,316,210,191,4,2248,4489,1973,-791,812,0
14:35,5259,4971,940,317,210,191,4,2249,4338,1961,-710,798,0
14:40,5183,4978,940,319,209,191,4,2249,4230,1956,-520,700,0
14:45,5160,5052,940,319,210,191,4,2249,4427,1955,-675,841,0
14:50,5080,5029,940,319,210,191,5,2249,4899,1958,-803,1022,0
14:55,5044,5033,941,317,209,190,4,2249,5016,1963,-830,1170,0
15:00,4961,5131,940,318,210,191,4,2249,5143,1940,-780,1134,0
15:05,4934,5074,941,317,210,203,4,2250,5242,2030,-665,862,0
15:10,4711,5046,941,315,210,201,4,2250,5181,2039,-488,942,0
15:15,4473,5015,940,314,209,200,4,2249,5227,2037,-323,1009,0
15:20,4257,4981,941,315,209,199,4,2250,5364,2069,-386,1296,0
15:25,4011,4976,940,315,209,199,3,2250,5337,2109,-322,1550,0
15:30,3720,4917,940,314,209,198,3,2250,5273,2116,-152,1620,0
15:35,3620,4849,941,315,209,197,4,2250,5399,2118,-111,1769,0
15:40,3432,4835,941,314,209,197,4,2251,5754,2118,-172,1864,0
15:45,3110,4893,940,313,209,197,3,2251,5967,2120,-180,2041,0
15:50,2696,4921,941,313,209,197,4,2251,5927,2132,-74,2377,0
15:55,2332,4873,941,315,210,196,4,2251,5991,2228,-36,2707,0
16:00,1988,4774,937,316,209,196,3,2250,5903,2310,94,3069,0
16:05,1660,4710,940,315,209,196,3,2249,5984,2423,199,3192,0
16:10,1405,4668,940,315,209,196,4,2249,6180,2424,400,3213,0
16:15,1163,4577,941,314,209,196,4,2250,6337,2419,423,3434,0
16:20,917,4517,941,315,209,196,4,2250,6697,2428,417,3515,0
16:25,712,4447,941,313,209,195,4,2251,6918,2427,456,3697,0
16:30,464,4425,940,312,208,195,4,2251,6978,2431,627,3900,0
16:35,293,4324,940,313,209,195,4,2251,7085,2514,959,3926,0
16:40,142,4256,941,313,209,195,4,2252,7076,2511,1320,3947,0
16:45,69,4260,941,311,209,195,4,2251,7190,2506,1764,3675,0
16:50,21,4272,941,311,209,196,4,2251,7381,2502,1798,3718,0
16:55,-8,4287,941,312,209,196,4,2251,7514,2508,1763,3966,0
17:00,-13,4277,940,311,209,196,4,2251,7700,2591,1781,4107,0
17:05,20,4251,941,311,210,196,3,2251,7690,2689,2125,3864,0
17:10,27,4270,940,311,210,195,3,2251,7637,2737,2180,3887,0
17:15,28,4263,940,313,210,195,4,2251,7676,2761,1923,4336,0
17:20,32,4248,941,313,210,195,3,2251,8311,2735,1806,4122,0
17:25,33,4261,940,313,210,195,4,2251,8388,2705,1885,4076,0
17:30,34,4331,940,313,210,195,3,2252,8347,2680,1978,4083,0
17:35,34,4409,940,311,211,197,3,2252,8223,2603,2086,4158,0
17:40,35,4441,939,312,210,197,4,2251,8158,2555,2100,4284,0
17:45,35,4449,940,312,210,196,4,2252,8316,2624,1895,4349,0
17:50,36,4444,941,312,211,196,3,2252,8579,2710,1602,4354,0
17:55,36,4464,940,312,210,196,3,2252,8711,2728,1530,4281,0
18:00,33,4486,941,312,210,196,4,2252,8853,2739,1419,4265,0
18:05,-5,4520,940,312,210,196,4,2252,8884,2715,1366,4288,0
18:10,-14,4609,940,309,210,195,3,2251,8931,2695,1420,4230,0
18:15,-14,4663,940,308,210,195,3,2251,8966,2694,1412,4231,0
18:20,-15,4721,939,308,210,195,3,2250,8970,2676,1408,4250,0
18:25,-15,4779,940,309,210,194,3,2250,8930,2672,1384,4264,0
18:30,-15,4788,941,308,210,194,4,2251,8955,2680,1371,4209,0
18:35,-15,4784,941,308,210,194,4,2251,8779,2689,1374,4364,0
18:40,-15,4812,941,310,209,193,3,2251,8667,2696,1359,4428,0
18:45,-14,4834,941,315,209,193,3,2251,8682,2701,1337,4354,0
18:50,-13,4812,941,313,208,193,3,2251,8669,2697,1334,4336,0
18:55,-12,4775,941,312,208,193,3,2251,8695,2700,1335,4337,0
19:00,-12,4751,942,312,208,193,4,2251,8669,2699,1328,4382,0
19:05,-13,4745,942,315,209,190,3,2251,8634,2687,1224,4573,0
19:10,-13,4762,941,316,209,189,4,2250,8665,2680,1157,4699,0
19:15,-15,4791,941,315,209,189,4,2251,8747,2684,1082,4775,0
19:20,-15,4780,941,318,209,189,3,2250,8770,2686,1031,4837,0
19:25,-15,4784,941,315,208,189,3,2251,8740,2681,1001,4869,0
19:30,-15,4791,941,314,209,188,3,2252,8725,2678,968,4906,0
19:35,-15,4825,941,312,209,190,3,2251,8705,2662,963,4888,0
19:40,-15,4822,941,312,209,190,3,2251,8697,2659,934,4885,0
19:45,-15,4840,941,312,208,191,3,2252,8717,2661,852,4893,0
19:50,-15,4809,941,311,208,191,3,2252,8723,2654,817,4917,0
19:55,-15,4775,940,311,208,190,3,2251,8730,2661,813,4884,0
20:00,-15,4737,940,311,208,190,3,2251,8695,2669,900,4782,0
20:05,-16,4710,941,311,208,188,3,2252,8516,2675,1027,4771,0
20:10,-17,4760,940,309,208,188,3,2253,8383,2693,1112,4678,0
20:15,-17,4740,941,310,208,187,3,2252,8417,2698,1070,4821,0
20:20,-17,4666,940,310,209,187,3,2252,8463,2717,1005,4957,0
20:25,-17,4657,940,313,207,188,3,2253,8439,2721,964,5007,0
20:30,-17,4599,941,312,207,189,3,2252,8381,2725,950,5102,0
20:35,-17,4514,941,310,207,187,3,2253,8327,2726,944,5177,0
20:40,-17,4406,942,311,207,187,3,2252,8296,2723,848,5362,0
20:45,-17,4346,941,310,208,187,3,2252,8297,2721,814,5409,0
20:50,-17,4268,941,312,208,186,3,2252,8300,2720,816,5446,0
20:55,-17,4199,941,311,208,187,3,2253,8269,2703,793,5503,0
21:00,-16,4139,941,311,208,187,3,2252,8272,2665,814,5624,0
21:05,-17,4082,942,312,208,187,3,2253,8193,2678,1265,5311,0
21:10,-18,4085,941,313,208,187,3,2252,8116,2681,1229,5352,0
21:15,-18,4080,941,312,208,189,3,2253,8089,2682,1151,5371,0
21:20,-17,4095,941,311,208,190,3,2252,8075,2680,1039,5465,0
21:25,-18,4124,942,314,208,190,3,2252,8080,2677,955,5443,0
21:30,-18,4111,941,311,208,190,3,2253,8069,2671,826,5536,0
21:35,-17,4096,942,311,208,188,3,2253,8025,2668,741,5629,0
21:40,-18,4119,942,312,208,188,3,2253,8001,2662,627,5697,0
21:45,-17,4143,941,310,208,188,3,2253,7982,2655,498,5816,0
21:50,-17,4101,942,310,208,189,3,2252,7991,2653,331,6008,0
21:55,-17,4065,941,310,207,189,3,2253,7981,2660,382,5922,0
22:00,-17,4074,941,310,207,188,3,2252,7909,2663,632,5599,0
22:05,-5,4088,942,306,207,189,3,2251,7983,2533,769,5402,0
22:10,0,4072,942,303,207,189,3,2251,8107,2478,811,5349,0
22:15,1,4112,942,301,207,191,3,2251,8139,2467,743,5290,0
22:20,1,4089,941,299,207,191,2,2250,8163,2464,721,5264,0
22:25,1,4016,941,297,207,191,2,2252,8022,2459,712,5351,0
22:30,1,3945,942,298,207,191,2,2252,8011,2466,600,5392,0
22:35,1,3882,943,299,207,189,2,2252,8015,2468,660,5285,0
22:40,2,3851,941,299,207,189,2,2251,8002,2462,599,5278,0
22:45,1,3792,942,299,207,189,2,2252,7941,2462,535,5365,0
22:50,1,3807,941,300,208,189,2,2252,7911,2469,428,5390,0
22:55,2,3798,938,300,207,190,2,2252,7935,2462,376,5360,0
23:00,-2,3754,942,300,207,190,3,2250,7815,2429,316,5369,0
23:05,-18,3699,942,298,207,191,3,2251,7758,2286,313,5425,0
23:10,-20,3695,941,295,207,187,2,2251,7818,2210,341,5398,0
23:15,-20,3718,941,296,207,178,2,2251,7816,2191,329,5316,0
23:20,-19,3716,942,300,208,178,2,2252,7894,2187,282,5290,0
23:25,-19,3706,942,300,207,177,2,2252,7825,2186,273,5234,0
23:30,-19,3728,942,300,207,177,2,2251,7722,2188,289,5195,0
23:35,-19,3762,942,300,207,178,2,2252,7640,2194,270,5139,0
23:40,-19,3755,941,300,207,177,2,2251,7629,2185,212,5129,0
23:45,-19,3701,940,302,207,176,2,2252,7721,2186,159,5137,0
23:50,-19,3601,940,302,207,177,2,2252,7659,2186,204,5123,0
23:55,-19,3488,940,301,207,177,2,2252,7626,2173,280,5117,0
